"","Season","Squad","Comp","Player","Nation","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","xG_Per_Minutes","xAG_Per_Minutes","xG+xAG_Per_Minutes","npxG_Per_Minutes","npxG+xAG_Per_Minutes","PlayerURL","MP_Playing_Time"
"655",NA,"2023 Bahia","","Luciano Juba","BRA","DF,MF","23",14,6,647,7.2,1,2,3,1,0,0,0,0,1.1,1.1,1.2,2.3,13,26,39,0.14,0.28,0.42,0.14,0.42,0.16,0.16,0.32,0.16,0.32,"https://fbref.com/en/players/c2abc321/Luciano-Juba",NA
"656",NA,"2023 Bahia","","Matheus Bahia","BRA","DF,MF","23",12,6,493,5.5,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,15,12,21,0,0,0,0,0,0.02,0.07,0.09,0.02,0.09,"https://fbref.com/en/players/33e3c4e5/Matheus-Bahia",NA
"657",NA,"2023 Bahia","","Kayky Chagas","BRA","FW,MF","19",10,6,410,4.6,2,1,3,2,0,0,2,0,1.5,1.5,0.6,2.1,16,16,33,0.44,0.22,0.66,0.44,0.66,0.32,0.14,0.45,0.32,0.45,"https://fbref.com/en/players/17734ea0/Kayky-Chagas",NA
"658",NA,"2023 Bahia","","Ryan Carlos","BRA","DF","20",9,5,578,6.4,0,1,1,0,0,0,3,0,0.1,0.1,0.5,0.6,21,42,44,0,0.16,0.16,0,0.16,0.01,0.08,0.09,0.01,0.09,"https://fbref.com/en/players/db014654/Ryan-Carlos",NA
"659",NA,"2023 Bahia","","Raul Bicalho","BRA","DF","23",7,4,321,3.6,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,7,19,2,0,0,0,0,0,0.09,0,0.09,0.09,0.09,"https://fbref.com/en/players/79af412b/Raul-Bicalho",NA
"660",NA,"2023 Bahia","","Arthur Sales","BRA","FW,MF","20",9,2,290,3.2,1,0,1,1,0,0,0,0,0.9,0.9,0.3,1.2,4,7,27,0.31,0,0.31,0.31,0.31,0.28,0.08,0.37,0.28,0.37,"https://fbref.com/en/players/d29e335c/Arthur-Sales",NA
"661",NA,"2023 Bahia","","Lucas Mugni","ARG","MF,FW","31",15,1,361,4,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,7,23,18,0,0,0,0,0,0.04,0.08,0.12,0.04,0.12,"https://fbref.com/en/players/f87818d3/Lucas-Mugni",NA
"662",NA,"2023 Bahia","","Léo Cittadini","BRA","MF","28",7,1,139,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,3,8,8,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,"https://fbref.com/en/players/68410185/Leo-Cittadini",NA
"663",NA,"2023 Bahia","","André","BRA","DF","19",3,1,125,1.4,0,0,0,0,0,0,1,0,0,0,0,0,2,4,12,0,0,0,0,0,0,0.03,0.03,0,0.03,"https://fbref.com/en/players/bfe1565f/Andre",NA
"664",NA,"2023 Bahia","","Danilo Fernandes","BRA","GK","34",1,1,37,0.4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ed05acdc/Danilo-Fernandes",NA
"665",NA,"2023 Bahia","","Diego Rosa","BRA","MF,DF","20",11,0,246,2.7,0,0,0,0,0,0,0,0,0.3,0.3,0,0.4,3,13,5,0,0,0,0,0,0.12,0.02,0.13,0.12,0.13,"https://fbref.com/en/players/c66a2173/Diego-Rosa",NA
"666",NA,"2023 Bahia","","Danielzinho","BRA","FW,MF","27",5,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0.2,0.3,4,20,4,0,0,0,0,0,0.05,0.27,0.31,0.05,0.31,"https://fbref.com/en/players/832ab167/Danielzinho",NA
"667",NA,"2023 Bahia","","Mateus Claus","BRA","GK","28",1,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/03103191/Mateus-Claus",NA
"668",NA,"2023 Bahia","","Marcos Victor","BRA","DF","21",1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d714fc5a/Marcos-Victor",NA
"669",NA,"2023 Bahia","","Patrick Verhon","BRA","FW","18",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5cbc1b16/Patrick-Verhon",NA
"670",NA,"2023 Bahia","","Adriel","BRA","GK","22",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/11ad100a/Adriel",NA
"671",NA,"2023 Bahia","","Everton","BRA","MF","20",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/89f8e802/Everton",NA
"672",NA,"2023 Bahia","","Tiago Gomes","BRA","GK","20",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/74893896/Tiago-Gomes",NA
"673",NA,"2023 Santos","Série A","João Paulo","BRA","GK","27",36,36,3211,35.7,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d0102ca0/Joao-Paulo",NA
"674",NA,"2023 Santos","Série A","Joaquim","BRA","DF","24",31,31,2730,30.3,1,4,5,1,0,0,6,0,2.3,2.3,2,4.2,8,58,8,0.03,0.13,0.16,0.03,0.16,0.08,0.06,0.14,0.08,0.14,"https://fbref.com/en/players/69e5e199/Joaquim",NA
"675",NA,"2023 Santos","Série A","Marcos Leonardo","BRA","FW","19",31,30,2589,28.8,13,2,15,9,4,4,3,0,12.3,9.2,2.3,11.4,41,51,148,0.45,0.07,0.52,0.31,0.38,0.43,0.08,0.51,0.32,0.4,"https://fbref.com/en/players/3f47ebce/Marcos-Leonardo",NA
"676",NA,"2023 Santos","Série A","Lucas Lima","BRA","MF,FW","32",35,28,2206,24.5,1,5,6,1,0,0,6,1,1.7,1.7,5.3,7,65,178,84,0.04,0.2,0.24,0.04,0.24,0.07,0.22,0.29,0.07,0.29,"https://fbref.com/en/players/49d03337/Lucas-Lima",NA
"677",NA,"2023 Santos","Série A","Messias","BRA","DF","28",28,26,2393,26.6,2,0,2,2,0,0,2,0,1.6,1.6,0.1,1.7,1,31,4,0.08,0,0.08,0.08,0.08,0.06,0,0.07,0.06,0.07,"https://fbref.com/en/players/70bb3170/Messias",NA
"678",NA,"2023 Santos","Série A","Rodrigo Fernández","URU","MF","27",30,24,2014,22.4,1,0,1,1,0,0,12,1,1,1,0.1,1.1,18,74,8,0.04,0,0.04,0.04,0.04,0.04,0.01,0.05,0.04,0.05,"https://fbref.com/en/players/617ee116/Rodrigo-Fernandez",NA
"679",NA,"2023 Santos","Série A","Lucas Braga","BRA","DF,FW","26",27,22,1991,22.1,0,0,0,0,0,0,5,1,0.4,0.4,0.7,1.1,64,55,89,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,"https://fbref.com/en/players/8a0a73ad/Lucas-Braga",NA
"680",NA,"2023 Santos","Série A","Jean Lucas","BRA","MF","24",22,22,1807,20.1,0,3,3,0,0,0,4,0,2.2,2.2,1.9,4.1,37,130,64,0,0.15,0.15,0,0.15,0.11,0.1,0.21,0.11,0.21,"https://fbref.com/en/players/a99138af/Jean-Lucas",NA
"681",NA,"2023 Santos","Série A","Dodi","BRA","MF","26",28,20,1721,19.1,0,0,0,0,0,0,10,0,0.9,0.9,0.5,1.4,19,27,18,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07,"https://fbref.com/en/players/2830b8f7/Dodi",NA
"682",NA,"2023 Santos","Série A","Stiven Mendoza","COL","FW,MF","30",26,19,1672,18.6,6,2,8,4,2,2,4,0,5,3.4,1.7,5.1,79,73,158,0.32,0.11,0.43,0.22,0.32,0.27,0.09,0.36,0.18,0.28,"https://fbref.com/en/players/e68f2cb4/Stiven-Mendoza",NA
"683",NA,"2023 Santos","Série A","Dodô","BRA","DF","30",18,18,1426,15.8,0,1,1,0,0,0,4,0,0.5,0.5,1.7,2.2,26,81,42,0,0.06,0.06,0,0.06,0.03,0.11,0.14,0.03,0.14,"https://fbref.com/en/players/99931185/Dodo",NA
"684",NA,"2023 Santos","Série A","Yeferson Soteldo","VEN","FW,MF","25",22,17,1556,17.3,1,6,7,1,0,0,5,2,2,2,5.8,7.8,120,77,159,0.06,0.35,0.4,0.06,0.4,0.11,0.34,0.45,0.11,0.45,"https://fbref.com/en/players/bbb6c951/Yeferson-Soteldo",NA
"685",NA,"2023 Santos","Série A","Tomás Rincón","VEN","MF","35",16,14,1187,13.2,2,1,3,2,0,0,5,0,1.4,1.4,0.6,2,9,39,15,0.15,0.08,0.23,0.15,0.23,0.11,0.05,0.15,0.11,0.15,"https://fbref.com/en/players/f1cfc209/Tomas-Rincon",NA
"686",NA,"2023 Santos","Série A","João Othavio Basso","BRA","DF","26",14,14,1150,12.8,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.6,10,43,2,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,"https://fbref.com/en/players/86c79c42/Joao-Othavio-Basso",NA
"687",NA,"2023 Santos","Série A","Gabriel Inocêncio","BRA","DF","28",22,12,1276,14.2,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.8,23,52,46,0,0,0,0,0,0.03,0.02,0.06,0.03,0.06,"https://fbref.com/en/players/8d62d985/Gabriel-Inocencio",NA
"688",NA,"2023 Santos","Série A","Kevyson","BRA","DF","18",17,12,970,10.8,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,34,35,62,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,"https://fbref.com/en/players/1115f8aa/Kevyson",NA
"689",NA,"2023 Santos","Série A","João Lucas","BRA","DF","24",15,9,807,9,0,1,1,0,0,0,1,0,0.2,0.2,0.6,0.8,15,19,40,0,0.11,0.11,0,0.11,0.02,0.07,0.09,0.02,0.09,"https://fbref.com/en/players/289dc81e/Joao-Lucas",NA
"690",NA,"2023 Santos","Série A","Nonato","BRA","MF","24",14,7,661,7.3,1,0,1,1,0,0,3,0,0.4,0.4,0.2,0.6,10,24,18,0.14,0,0.14,0.14,0.14,0.05,0.03,0.08,0.05,0.08,"https://fbref.com/en/players/b91a6912/Nonato",NA
"691",NA,"2023 Santos","Série A","Lucas","BRA","DF","21",9,7,611,6.8,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,14,24,23,0,0,0,0,0,0.01,0.02,0.04,0.01,0.04,"https://fbref.com/en/players/5d68f5b2/Lucas",NA
"692",NA,"2023 Santos","Série A","Nathan","BRA","DF","21",7,7,493,5.5,0,0,0,0,0,0,2,0,0.1,0.1,0.6,0.6,16,14,24,0,0,0,0,0,0.01,0.1,0.11,0.01,0.11,"https://fbref.com/en/players/9fb6420e/Nathan",NA
"693",NA,"2023 Santos","Série A","Julio Furch","ARG","FW,MF","33",22,5,608,6.8,3,0,3,3,0,0,2,0,2.9,2.9,0.6,3.5,5,15,48,0.44,0,0.44,0.44,0.44,0.43,0.09,0.52,0.43,0.52,"https://fbref.com/en/players/84d35e44/Julio-Furch",NA
"694",NA,"2023 Santos","Série A","Ângelo Borges","BRA","FW,MF","18",12,5,542,6,2,0,2,2,0,0,1,0,1.1,1.1,1,2,26,25,38,0.33,0,0.33,0.33,0.33,0.18,0.16,0.33,0.18,0.33,"https://fbref.com/en/players/737945d9/Angelo-Borges",NA
"695",NA,"2023 Santos","Série A","Alex","BRA","DF","23",6,5,455,5.1,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.6,3,7,0,0,0,0,0,0,0.03,0.08,0.11,0.03,0.11,"https://fbref.com/en/players/7367baf7/Alex",NA
"696",NA,"2023 Santos","Série A","Deivid Washington","BRA","FW","17",9,5,427,4.7,2,0,2,2,0,0,2,0,1.7,1.7,0.1,1.8,11,5,13,0.42,0,0.42,0.42,0.42,0.36,0.03,0.39,0.36,0.39,"https://fbref.com/en/players/95bd120d/Deivid-Washington",NA
"697",NA,"2023 Santos","Série A","Guilherme Camacho","BRA","MF","32",11,4,448,5,0,0,0,0,0,0,5,1,0,0,0.2,0.2,0,20,3,0,0,0,0,0,0,0.04,0.04,0,0.04,"https://fbref.com/en/players/61a6775b/Guilherme-Camacho",NA
"698",NA,"2023 Santos","Série A","Maximiliano Silvera","URU","MF,FW","25",12,3,448,5,1,1,2,1,0,0,0,0,2.5,2.5,0.3,2.9,10,10,36,0.2,0.2,0.4,0.2,0.4,0.51,0.06,0.57,0.51,0.57,"https://fbref.com/en/players/e3b9cc57/Maximiliano-Silvera",NA
"699",NA,"2023 Santos","Série A","Eduardo Gabriel","BRA","DF","26",3,3,269,3,1,0,1,1,0,0,0,1,0.4,0.4,0,0.4,1,6,1,0.33,0,0.33,0.33,0.33,0.13,0,0.13,0.13,0.13,"https://fbref.com/en/players/aed65960/Eduardo-Gabriel",NA
"700",NA,"2023 Santos","Série A","Daniel Ruiz Rivera","COL","FW,MF","21",9,2,247,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,5,10,15,0,0,0,0,0,0.04,0.17,0.21,0.04,0.21,"https://fbref.com/en/players/65766650/Daniel-Ruiz-Rivera",NA
"701",NA,"2023 Santos","Série A","Vladimir","BRA","GK","33",3,2,209,2.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bbae502c/Vladimir",NA
"702",NA,"2023 Santos","Série A","Sandry","BRA","MF","20",5,2,190,2.1,0,0,0,0,0,0,2,0,0,0,0.1,0.1,0,10,3,0,0,0,0,0,0,0.03,0.03,0,0.03,"https://fbref.com/en/players/8ceeabef/Sandry",NA
"703",NA,"2023 Santos","Série A","Alison","BRA","MF","29",5,2,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d39b373b/Alison",NA
"704",NA,"2023 Santos","Série A","Luan Dias","BRA","MF,FW","25",8,1,191,2.1,0,0,0,0,0,0,3,0,0,0,0,0,7,6,3,0,0,0,0,0,0,0.02,0.02,0,0.02,"https://fbref.com/en/players/a342ce1e/Luan-Dias",NA
"705",NA,"2023 Santos","Série A","Júnior Caiçara","BRA","DF","33",5,1,169,1.9,0,0,0,0,0,0,1,0,0,0,0,0,6,8,10,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/038aa94a/Junior-Caicara",NA
"706",NA,"2023 Santos","Série A","Lucas Barbosa","BRA","FW,MF","21",4,1,103,1.1,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,4,0,4,0,0,0,0,0,0.25,0.02,0.27,0.25,0.27,"https://fbref.com/en/players/a28eac7e/Lucas-Barbosa",NA
"707",NA,"2023 Santos","Série A","Felipe Jonatan","BRA","DF","24",1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.3,0.3,3,9,5,0,0,0,0,0,0,0.29,0.29,0,0.29,"https://fbref.com/en/players/0102ca7f/Felipe-Jonatan",NA
"708",NA,"2023 Santos","Série A","Alfredo Morelos","COL","FW,MF","26",3,1,77,0.9,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,1,3,6,0,0,0,0,0,0.13,0.19,0.31,0.13,0.31,"https://fbref.com/en/players/ef88f778/Alfredo-Morelos",NA
"709",NA,"2023 Santos","Série A","Bruno Mezenga","BRA","FW,MF","34",9,0,168,1.9,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,2,5,7,0,0,0,0,0,0.18,0,0.18,0.18,0.18,"https://fbref.com/en/players/4f70cc69/Bruno-Mezenga",NA
"710",NA,"2023 Santos","Série A","Weslley Patati","BRA","FW,MF","19",9,0,136,1.5,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,10,8,20,0,0,0,0,0,0.54,0.08,0.62,0.54,0.62,"https://fbref.com/en/players/0df16cd7/Weslley-Patati",NA
"711",NA,"2023 Santos","Série A","Maicon","BRA","DF","34",1,0,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12,"https://fbref.com/en/players/2a8683b9/Maicon",NA
"712",NA,"2023 Santos","Série A","Ed Carlos","BRA","MF,FW","21",4,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0.1,0,3,1,0,0,0,0,0,0.06,0.11,0.17,0.06,0.17,"https://fbref.com/en/players/e93e479e/Ed-Carlos",NA
"713",NA,"2023 Santos","Série A","Miguel Terceros","BOL","MF,FW","18",2,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0.1,0.2,1,1,0,0,0,0,0,0,0.06,0.34,0.4,0.06,0.4,"https://fbref.com/en/players/d66ed604/Miguel-Terceros",NA
"714",NA,"2023 Santos","Série A","Jair Paula","BRA","DF","17",2,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,3,0,0,0,0,0,0,0,0.18,0.18,0,0.18,"https://fbref.com/en/players/ac31d35e/Jair-Paula",NA
"715",NA,"2023 Santos","Série A","Vinicius","BRA","MF","23",3,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ab3ef9c4/Vinicius",NA
"716",NA,"2023 Santos","Série A","Cadu","BRA","DF","20",1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a2e69531/Cadu",NA
"717",NA,"2023 Santos","Série A","Ivonei","BRA","MF","20",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/16c7086d/Ivonei",NA
"718",NA,"2023 Santos","Série A","Luiz Felipe","BRA","DF","29",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/746c8624/Luiz-Felipe",NA
"719",NA,"2023 Santos","Série A","Diogenes","BRA","GK","22",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/858e2e40/Diogenes",NA
"720",NA,"2023 Santos","Série A","Pedro Henrique","BRA","DF","20",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/660b023e/Pedro-Henrique",NA
"721",NA,"2023 Santos","Série A","Paulo Mazoti","BRA","GK","22",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a182afb8/Paulo-Mazoti",NA
"722",NA,"2023 Goiás","Série A","Tadeu","BRA","GK","30",35,35,3150,35,0,1,1,0,0,0,1,0,0,0,0.3,0.3,0,1,0,0,0.03,0.03,0,0.03,0,0.01,0.01,0,0.01,"https://fbref.com/en/players/8445554f/Tadeu",NA
"723",NA,"2023 Goiás","Série A","Maguinho","BRA","DF","30",34,34,2857,31.7,2,0,2,2,0,0,11,2,2.2,2.2,1.2,3.5,59,74,138,0.06,0,0.06,0.06,0.06,0.07,0.04,0.11,0.07,0.11,"https://fbref.com/en/players/d1c855c5/Maguinho",NA
"724",NA,"2023 Goiás","Série A","Bruno Melo","BRA","DF","30",33,32,2891,32.1,2,1,3,2,0,0,10,0,2.5,2.5,0.3,2.8,8,92,10,0.06,0.03,0.09,0.06,0.09,0.08,0.01,0.09,0.08,0.09,"https://fbref.com/en/players/41ee21ae/Bruno-Melo",NA
"725",NA,"2023 Goiás","Série A","Everton Morelli","BRA","MF","25",32,30,2585,28.7,3,0,3,3,0,0,6,0,1.6,1.6,0.9,2.5,36,94,75,0.1,0,0.1,0.1,0.1,0.06,0.03,0.09,0.06,0.09,"https://fbref.com/en/players/487bfa9b/Everton-Morelli",NA
"726",NA,"2023 Goiás","Série A","Lucas Halter","BRA","DF","22",30,30,2582,28.7,3,0,3,3,0,0,8,2,0.9,0.9,0.2,1.1,20,107,1,0.1,0,0.1,0.1,0.1,0.03,0.01,0.04,0.03,0.04,"https://fbref.com/en/players/7aa882a2/Lucas-Halter",NA
"727",NA,"2023 Goiás","Série A","Willian","BRA","MF","29",31,28,2193,24.4,0,0,0,0,0,0,7,0,0.9,0.9,0.6,1.5,6,68,9,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,"https://fbref.com/en/players/96f82d0a/Willian",NA
"728",NA,"2023 Goiás","Série A","Guilherme","BRA","MF","31",30,25,1851,20.6,6,6,12,2,4,4,7,1,5.6,2.4,3.2,5.6,21,103,87,0.29,0.29,0.58,0.1,0.39,0.27,0.15,0.42,0.12,0.27,"https://fbref.com/en/players/9e61c019/Guilherme",NA
"729",NA,"2023 Goiás","Série A","Julián Palacios","ARG","FW,MF","23",27,19,1632,18.1,1,1,2,1,0,0,7,0,1.4,1.4,2.9,4.3,49,98,116,0.06,0.06,0.11,0.06,0.11,0.08,0.16,0.24,0.08,0.24,"https://fbref.com/en/players/37dfd961/Julian-Palacios",NA
"730",NA,"2023 Goiás","Série A","Anderson","BRA","FW,MF","24",20,18,1291,14.3,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2,44,39,106,0,0.14,0.14,0,0.14,0.05,0.09,0.14,0.05,0.14,"https://fbref.com/en/players/4242a0a1/Anderson",NA
"731",NA,"2023 Goiás","Série A","Sander","BRA","DF","32",21,17,1542,17.1,0,3,3,0,0,0,1,0,0.8,0.8,1.8,2.6,30,85,87,0,0.18,0.18,0,0.18,0.05,0.11,0.15,0.05,0.15,"https://fbref.com/en/players/3c16ca6c/Sander",NA
"732",NA,"2023 Goiás","Série A","Hugo","BRA","DF","25",19,16,1418,15.8,1,1,2,1,0,0,2,0,0.4,0.4,1.7,2.1,22,61,68,0.06,0.06,0.13,0.06,0.13,0.02,0.11,0.13,0.02,0.13,"https://fbref.com/en/players/bd2593f3/Hugo",NA
"733",NA,"2023 Goiás","Série A","Allano","BRA","FW","27",19,15,1237,13.7,1,0,1,1,0,0,5,0,2.1,2.1,0.8,2.9,39,55,90,0.07,0,0.07,0.07,0.07,0.15,0.06,0.21,0.15,0.21,"https://fbref.com/en/players/9c1245f8/Allano",NA
"734",NA,"2023 Goiás","Série A","Vinícius","BRA","FW","29",23,13,1172,13,0,2,2,0,0,0,1,0,1.6,1.6,1.3,2.9,39,53,123,0,0.15,0.15,0,0.15,0.12,0.1,0.23,0.12,0.23,"https://fbref.com/en/players/b6bd2b80/Vinicius",NA
"735",NA,"2023 Goiás","Série A","Zé Ricardo","BRA","MF","23",13,13,1070,11.9,0,1,1,0,0,0,5,0,0.3,0.3,0.8,1.2,16,88,11,0,0.08,0.08,0,0.08,0.03,0.07,0.1,0.03,0.1,"https://fbref.com/en/players/22b85604/Ze-Ricardo",NA
"736",NA,"2023 Goiás","Série A","João Magno","BRA","FW","25",19,13,983,10.9,3,1,4,3,0,0,2,0,2.8,2.8,0.8,3.6,13,12,41,0.27,0.09,0.37,0.27,0.37,0.26,0.07,0.33,0.26,0.33,"https://fbref.com/en/players/d173dcd7/Joao-Magno",NA
"737",NA,"2023 Goiás","Série A","Dieguinho","BRA","DF,FW","27",15,12,1080,12,0,1,1,0,0,0,3,0,0.4,0.4,0.8,1.2,27,42,34,0,0.08,0.08,0,0.08,0.03,0.07,0.1,0.03,0.1,"https://fbref.com/en/players/7e5a7340/Dieguinho",NA
"738",NA,"2023 Goiás","Série A","Sidimar","BRA","DF","30",18,12,1007,11.2,0,0,0,0,0,0,2,0,0.7,0.7,0.2,0.9,1,20,0,0,0,0,0,0,0.06,0.01,0.08,0.06,0.08,"https://fbref.com/en/players/080fc1f0/Sidimar",NA
"739",NA,"2023 Goiás","Série A","Matheus Peixoto","BRA","FW","27",13,12,879,9.8,2,1,3,1,1,1,2,0,2.2,1.4,1.6,3,4,11,28,0.2,0.1,0.31,0.1,0.2,0.23,0.16,0.39,0.15,0.31,"https://fbref.com/en/players/05160796/Matheus-Peixoto",NA
"740",NA,"2023 Goiás","Série A","Matheus Babi","BRA","FW","25",17,8,881,9.8,4,0,4,4,0,0,5,0,2.6,2.6,0.3,2.8,2,12,39,0.41,0,0.41,0.41,0.41,0.26,0.03,0.29,0.26,0.29,"https://fbref.com/en/players/f48cff2c/Matheus-Babi",NA
"741",NA,"2023 Goiás","Série A","Raphael Guzzo","POR","MF","28",14,5,577,6.4,1,0,1,1,0,0,4,1,1,1,0.6,1.6,13,47,15,0.16,0,0.16,0.16,0.16,0.16,0.09,0.25,0.16,0.25,"https://fbref.com/en/players/2f002854/Raphael-Guzzo",NA
"742",NA,"2023 Goiás","Série A","Luis Oyama","BRA","MF","26",9,5,561,6.2,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,13,33,18,0.16,0,0.16,0.16,0.16,0.06,0.04,0.1,0.06,0.1,"https://fbref.com/en/players/ed0c094b/Luis-Oyama",NA
"743",NA,"2023 Goiás","Série A","Bruno Araújo dos Santos","BRA","DF","29",8,4,454,5,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,4,20,14,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,"https://fbref.com/en/players/92831068/Bruno-Araujo-dos-Santos",NA
"744",NA,"2023 Goiás","Série A","EDU","BRA","DF","22",9,4,435,4.8,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,1,10,0,0,0,0,0,0,0.08,0.01,0.09,0.08,0.09,"https://fbref.com/en/players/01dc4e41/EDU",NA
"745",NA,"2023 Goiás","Série A","Diego Gonçalves","BRA","FW,MF","28",10,4,356,4,0,0,0,0,0,0,1,0,0.5,0.5,0.4,0.9,6,11,26,0,0,0,0,0,0.12,0.11,0.23,0.12,0.23,"https://fbref.com/en/players/c707fc37/Diego-Goncalves",NA
"746",NA,"2023 Goiás","Série A","Alesson","BRA","FW,MF","23",23,3,655,7.3,2,1,3,2,0,0,3,0,1.1,1.1,0.5,1.7,23,9,68,0.27,0.14,0.41,0.27,0.41,0.16,0.07,0.23,0.16,0.23,"https://fbref.com/en/players/611e984e/Alesson",NA
"747",NA,"2023 Goiás","Série A","Marcelo Rangel","BRA","GK","34",3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c293dc73/Marcelo-Rangel",NA
"748",NA,"2023 Goiás","Série A","Apodi","BRA","FW,MF","36",13,2,382,4.2,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.1,6,4,16,0.24,0,0.24,0.24,0.24,0.2,0.06,0.25,0.2,0.25,"https://fbref.com/en/players/affbe6bc/Apodi",NA
