"","Season","Squad","Comp","Player","Nation","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","xG_Per_Minutes","xAG_Per_Minutes","xG+xAG_Per_Minutes","npxG_Per_Minutes","npxG+xAG_Per_Minutes","PlayerURL","MP_Playing_Time"
"305",NA,"2023 Athletico Paranaense","Série A","Vitor Roque","BRA","FW","17",NA,19,1714,19,12,3,15,12,0,0,6,0,8.8,8.8,1.2,10,40,22,111,0.63,0.16,0.79,0.63,0.79,0.46,0.06,0.53,0.46,0.53,"https://fbref.com/en/players/cb00f1e6/Vitor-Roque",25
"306",NA,"2023 Athletico Paranaense","Série A","Cacá","BRA","DF","23",NA,19,1694,18.8,2,0,2,2,0,0,6,0,1.1,1.1,0.3,1.4,12,39,8,0.11,0,0.11,0.11,0.11,0.06,0.02,0.08,0.06,0.08,"https://fbref.com/en/players/27f4a416/Caca",19
"307",NA,"2023 Athletico Paranaense","Série A","Lucas Esquivel","ARG","DF","21",NA,18,1651,18.3,0,1,1,0,0,0,3,0,0.2,0.2,1.4,1.6,28,69,47,0,0.05,0.05,0,0.05,0.01,0.07,0.09,0.01,0.09,"https://fbref.com/en/players/404169c2/Lucas-Esquivel",19
"308",NA,"2023 Athletico Paranaense","Série A","Hugo Moura","BRA","MF","25",NA,15,1327,14.7,0,0,0,0,0,0,6,0,0.3,0.3,0.2,0.5,11,55,10,0,0,0,0,0,0.02,0.01,0.04,0.02,0.04,"https://fbref.com/en/players/14100165/Hugo-Moura",30
"309",NA,"2023 Athletico Paranaense","Série A","Pablo","BRA","FW","30",NA,14,1396,15.5,7,2,9,7,0,0,3,0,6.1,6.1,1.6,7.7,15,36,60,0.45,0.13,0.58,0.45,0.58,0.39,0.1,0.49,0.39,0.49,"https://fbref.com/en/players/1ad394c5/Pablo",25
"310",NA,"2023 Athletico Paranaense","Série A","Christian","BRA","MF,FW","22",NA,14,1362,15.1,4,0,4,4,0,0,1,0,2.7,2.7,1.4,4.1,23,69,71,0.26,0,0.26,0.26,0.26,0.18,0.09,0.27,0.18,0.27,"https://fbref.com/en/players/a856b456/Christian",21
"311",NA,"2023 Athletico Paranaense","Série A","Mádson","BRA","DF,MF","31",NA,14,1328,14.8,2,2,4,2,0,0,4,0,1.3,1.3,3.8,5.1,8,45,69,0.14,0.14,0.27,0.14,0.27,0.09,0.26,0.35,0.09,0.35,"https://fbref.com/en/players/766094be/Madson",24
"312",NA,"2023 Athletico Paranaense","Série A","Bruno Zapelli","ARG","MF,FW","20",NA,13,1143,12.7,2,2,4,2,0,0,0,0,2.5,2.5,1.8,4.3,35,72,71,0.16,0.16,0.31,0.16,0.31,0.19,0.14,0.34,0.19,0.34,"https://fbref.com/en/players/a70af595/Bruno-Zapelli",21
"313",NA,"2023 Athletico Paranaense","Série A","Khellven","BRA","DF","21",NA,13,995,11.1,0,4,4,0,0,0,1,0,1,1,2.4,3.4,18,18,51,0,0.36,0.36,0,0.36,0.09,0.22,0.31,0.09,0.31,"https://fbref.com/en/players/cf18ab1b/Khellven",15
"314",NA,"2023 Athletico Paranaense","Série A","Zé Ivaldo","BRA","DF","25",NA,10,1016,11.3,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,9,27,2,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,"https://fbref.com/en/players/5b6e7010/Ze-Ivaldo",14
"315",NA,"2023 Athletico Paranaense","Série A","Pedro Henrique","BRA","DF","27",NA,10,855,9.5,1,0,1,1,0,0,3,0,0.6,0.6,0.1,0.7,8,35,2,0.11,0,0.11,0.11,0.11,0.06,0.01,0.07,0.06,0.07,"https://fbref.com/en/players/4322e5d7/Pedro-Henrique",11
"316",NA,"2023 Athletico Paranaense","Série A","Alex Santana","BRA","MF","27",NA,9,1002,11.1,3,0,3,3,0,0,6,1,1.2,1.2,0.2,1.3,20,46,17,0.27,0,0.27,0.27,0.27,0.1,0.01,0.12,0.1,0.12,"https://fbref.com/en/players/e75dc411/Alex-Santana",21
"317",NA,"2023 Athletico Paranaense","Série A","Kaique Rocha","BRA","DF","21",NA,7,649,7.2,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.3,2,9,0,0.14,0,0.14,0.14,0.14,0.03,0.01,0.04,0.03,0.04,"https://fbref.com/en/players/b31d385e/Kaique-Rocha",10
"318",NA,"2023 Athletico Paranaense","Série A","Matheus Felipe","BRA","DF","24",NA,7,532,5.9,0,0,0,0,0,0,1,0,0,0,0.1,0.2,4,17,0,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,"https://fbref.com/en/players/90749ab9/Matheus-Felipe",9
"319",NA,"2023 Athletico Paranaense","Série A","Willian","BRA","FW,MF","36",NA,6,573,6.4,4,0,4,4,0,0,0,0,1.9,1.9,0.4,2.3,5,10,40,0.63,0,0.63,0.63,0.63,0.31,0.06,0.36,0.31,0.36,"https://fbref.com/en/players/1f85d0c8/Willian",18
"320",NA,"2023 Athletico Paranaense","Série A","Fernando","BRA","DF","23",NA,6,477,5.3,0,2,2,0,0,0,1,0,0.1,0.1,0.9,0.9,17,15,31,0,0.38,0.38,0,0.38,0.01,0.16,0.17,0.01,0.17,"https://fbref.com/en/players/8b34d126/Fernando",6
"321",NA,"2023 Athletico Paranaense","Série A","Arturo Vidal","CHI","MF","35",NA,6,380,4.2,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,1,14,18,0,0,0,0,0,0.03,0.07,0.1,0.03,0.1,"https://fbref.com/en/players/67cdbc0e/Arturo-Vidal",7
"322",NA,"2023 Athletico Paranaense","Série A","Rômulo","BRA","FW,MF","20",NA,5,509,5.7,0,0,0,0,0,0,1,0,1.5,1.5,0.1,1.6,13,11,39,0,0,0,0,0,0.27,0.02,0.29,0.27,0.29,"https://fbref.com/en/players/03dd053e/Romulo",18
"323",NA,"2023 Athletico Paranaense","Série A","Leonardo Linck","BRA","GK","21",NA,5,450,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bc30a70d/Leonardo-Linck",5
"324",NA,"2023 Athletico Paranaense","Série A","David Terans","URU","MF,FW","28",NA,5,393,4.4,0,0,0,0,0,0,1,0,0.9,0.9,0.3,1.2,5,12,32,0,0,0,0,0,0.2,0.08,0.28,0.2,0.28,"https://fbref.com/en/players/d3d89d8d/David-Terans",9
"325",NA,"2023 Athletico Paranaense","Série A","Vinicius Kaue","BRA","DF,MF","19",NA,5,342,3.8,0,0,0,0,0,0,1,1,0,0,0,0,3,12,8,0,0,0,0,0,0,0.01,0.01,0,0.01,"https://fbref.com/en/players/127a0681/Vinicius-Kaue",6
"326",NA,"2023 Athletico Paranaense","Série A","Pedrinho","BRA","DF,MF","20",NA,4,360,4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,2,10,16,0,0,0,0,0,0,0.02,0.02,0,0.02,"https://fbref.com/en/players/64aadf6b/Pedrinho",4
"327",NA,"2023 Athletico Paranaense","Série A","Léo Cittadini","BRA","MF,FW","28",NA,3,201,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.9,3,8,7,0,0,0,0,0,0.07,0.33,0.39,0.07,0.39,"https://fbref.com/en/players/68410185/Leo-Cittadini",5
"328",NA,"2023 Athletico Paranaense","Série A","Thiago","BRA","FW,MF","22",NA,2,224,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,4,6,17,0,0,0,0,0,0.09,0.02,0.11,0.09,0.11,"https://fbref.com/en/players/6adb0b79/Thiago",10
"329",NA,"2023 Athletico Paranaense","Série A","Luciano Arriagada","CHI","FW,MF","20",NA,1,190,2.1,0,0,0,0,0,0,0,0,0.9,0.9,0.6,1.5,5,2,12,0,0,0,0,0,0.42,0.27,0.69,0.42,0.69,"https://fbref.com/en/players/e198a544/Luciano-Arriagada",10
"330",NA,"2023 Athletico Paranaense","Série A","Bruno Peres","BRA","DF,MF","32",NA,1,157,1.7,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0,3,3,0,0,0,0,0,0.01,0.14,0.16,0.01,0.16,"https://fbref.com/en/players/852351df/Bruno-Peres",5
"331",NA,"2023 Athletico Paranaense","Série A","Marcelo Cirino","BRA","FW,MF","31",NA,1,102,1.1,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,1,1,6,0,0,0,0,0,0.33,0.07,0.41,0.33,0.41,"https://fbref.com/en/players/6ba81b35/Marcelo-Cirino",4
"332",NA,"2023 Athletico Paranaense","Série A","Lucas Belezi","BRA","DF","19",NA,0,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,"https://fbref.com/en/players/1e4932f6/Lucas-Belezi",1
"333",NA,"2023 Athletico Paranaense","Série A","Reinaldo","BRA","FW","21",NA,0,16,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.31,0,0.31,0.31,0.31,"https://fbref.com/en/players/7981aa31/Reinaldo",1
"334",NA,"2023 Athletico Paranaense","Série A","Chiqueti","BRA","MF","17",NA,0,15,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/c1aaf0bf/Chiqueti",1
"335",NA,"2023 Athletico Paranaense","Série A","Danielzinho","BRA","FW","20",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/10ef655f/Danielzinho",1
"336",NA,"2023 Athletico Paranaense","Série A","Dudu","BRA","MF","17",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/630a919d/Dudu",1
"337",NA,"2023 Athletico Paranaense","Série A","Bryan García","ECU","MF","22",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7b66d351/Bryan-Garcia",1
"338",NA,"2023 Athletico Paranaense","Série A","Marcos André","BRA","DF","16",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/133ef8d6/Marcos-Andre",0
"339",NA,"2023 Athletico Paranaense","Série A","Ataíde","BRA","MF","19",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/e0bfc51b/Ataide",0
"340",NA,"2023 Athletico Paranaense","Série A","Derik","BRA","DF","17",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/23bc4ec7/Derik",0
"341",NA,"2023 Athletico Paranaense","Série A","Emersonn","BRA","FW","18",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/ac24342e/Emersonn",0
"342",NA,"2023 Athletico Paranaense","Série A","Julimar","BRA","FW","22",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/5fca1c6c/Julimar",0
"343",NA,"2023 Athletico Paranaense","Série A","João Machado Cruz","BRA","MF","16",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/6e3b3445/Joao-Machado-Cruz",0
"344",NA,"2023 Athletico Paranaense","Série A","Mycael","BRA","GK","18",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/c02aa247/Mycael",0
"345",NA,"2023 Athletico Paranaense","Série A","Gabriel Pereira","BRA","GK","20",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/e031439d/Gabriel-Pereira",0
"346",NA,"2023 Athletico Paranaense","Série A","João Vitor","BRA","DF","19",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/693b7d14/Joao-Vitor",0
"347",NA,"2023 Athletico Paranaense","Série A","Arthur Zanella","BRA","DF","18",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/bc16aada/Arthur-Zanella",0
"348",NA,"2023 Internacional","Série A","Fabricio Bustos","ARG","DF","26",NA,28,2499,27.8,3,3,6,3,0,0,4,0,1,1,2.9,3.9,39,103,150,0.11,0.11,0.22,0.11,0.22,0.04,0.1,0.14,0.04,0.14,"https://fbref.com/en/players/82549f54/Fabricio-Bustos",29
"349",NA,"2023 Internacional","Série A","Alan Patrick","BRA","MF,FW","31",NA,28,2452,27.2,4,5,9,3,1,1,6,0,4.4,3.6,5.2,8.8,62,159,131,0.15,0.18,0.33,0.11,0.29,0.16,0.19,0.35,0.13,0.32,"https://fbref.com/en/players/00672021/Alan-Patrick",34
"350",NA,"2023 Internacional","Série A","Wanderson","BRA","FW,MF","28",NA,26,2336,26,7,3,10,7,0,0,3,0,4.1,4.1,2.6,6.7,97,71,169,0.27,0.12,0.39,0.27,0.39,0.16,0.1,0.26,0.16,0.26,"https://fbref.com/en/players/5da33b33/Wanderson",32
"351",NA,"2023 Internacional","Série A","Gabriel Mercado","ARG","DF","35",NA,25,2180,24.2,0,0,0,0,0,0,13,1,0.6,0.6,0.3,0.8,1,39,2,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,"https://fbref.com/en/players/bf97c188/Gabriel-Mercado",26
"352",NA,"2023 Internacional","Série A","Vitão","BRA","DF","22",NA,25,2041,22.7,0,0,0,0,0,0,5,1,0.7,0.7,0.5,1.2,13,60,4,0,0,0,0,0,0.03,0.02,0.06,0.03,0.06,"https://fbref.com/en/players/d4f034db/Vitao",26
"353",NA,"2023 Internacional","Série A","Renê","BRA","DF","30",NA,24,2283,25.4,1,1,2,1,0,0,5,0,0.6,0.6,1.9,2.5,55,159,55,0.04,0.04,0.08,0.04,0.08,0.02,0.08,0.1,0.02,0.1,"https://fbref.com/en/players/d000ffc7/Rene",28
"354",NA,"2023 Internacional","Série A","Mauricio","BRA","FW,MF","21",NA,22,1766,19.6,6,6,12,6,0,0,4,0,4.8,4.8,3.8,8.6,35,73,118,0.31,0.31,0.61,0.31,0.61,0.24,0.19,0.44,0.24,0.44,"https://fbref.com/en/players/bf4cbc22/Mauricio",26
"355",NA,"2023 Internacional","Série A","Johnny Cardoso","USA","MF","21",NA,20,1607,17.9,2,2,4,2,0,0,7,0,1.1,1.1,1,2.2,18,70,24,0.11,0.11,0.22,0.11,0.22,0.06,0.06,0.12,0.06,0.12,"https://fbref.com/en/players/7426f085/Johnny-Cardoso",22
"356",NA,"2023 Internacional","Série A","Sergio Rochet","URU","GK","29",NA,19,1710,19,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/81b99b9e/Sergio-Rochet",19
"357",NA,"2023 Internacional","Série A","Enner Valencia","ECU","FW","33",NA,18,1442,16,9,1,10,8,1,2,4,0,9,7.3,1,8.3,44,16,147,0.56,0.06,0.62,0.5,0.56,0.56,0.06,0.62,0.46,0.52,"https://fbref.com/en/players/fb485406/Enner-Valencia",22
"358",NA,"2023 Internacional","Série A","Luiz Adriano","BRA","FW","35",NA,17,1330,14.8,3,1,4,3,0,0,1,1,2.6,2.6,1.3,3.9,3,23,49,0.2,0.07,0.27,0.2,0.27,0.18,0.09,0.27,0.18,0.27,"https://fbref.com/en/players/2557c196/Luiz-Adriano",29
"359",NA,"2023 Internacional","Série A","Carlos de Pena","URU","MF,FW","30",NA,16,1425,15.8,2,0,2,2,0,0,6,1,1.4,1.4,0.9,2.3,23,83,55,0.13,0,0.13,0.13,0.13,0.09,0.06,0.14,0.09,0.14,"https://fbref.com/en/players/6b915aa1/Carlos-de-Pena",27
"360",NA,"2023 Internacional","Série A","Charles Aránguiz","CHI","MF","33",NA,16,1267,14.1,0,1,1,0,0,0,3,0,1,1,1.3,2.2,6,89,28,0,0.07,0.07,0,0.07,0.07,0.09,0.16,0.07,0.16,"https://fbref.com/en/players/56413b1f/Charles-Aranguiz",22
"361",NA,"2023 Internacional","Série A","Igor Gomes","BRA","DF","21",NA,14,1465,16.3,0,0,0,0,0,0,4,0,0.6,0.6,0.3,1,35,53,39,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,"https://fbref.com/en/players/509d5b3d/Igor-Gomes",24
"362",NA,"2023 Internacional","Série A","Pedro Henrique","BRA","FW,MF","32",NA,14,1271,14.1,3,2,5,2,1,1,4,0,4.5,3.7,1,4.7,43,24,121,0.21,0.14,0.35,0.14,0.28,0.32,0.07,0.39,0.26,0.33,"https://fbref.com/en/players/460976a2/Pedro-Henrique",26
"363",NA,"2023 Internacional","Série A","Nicolás Hernández","COL","DF","25",NA,12,1295,14.4,0,2,2,0,0,0,6,0,0.2,0.2,1,1.2,26,65,2,0,0.14,0.14,0,0.14,0.01,0.07,0.08,0.01,0.08,"https://fbref.com/en/players/86046c18/Nicolas-Hernandez",23
"364",NA,"2023 Internacional","Série A","Romulo","BRA","MF,DF","22",NA,12,1216,13.5,1,0,1,1,0,0,2,0,1,1,0.2,1.2,12,37,29,0.07,0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,"https://fbref.com/en/players/395e0e95/Romulo",20
"365",NA,"2023 Internacional","Série A","Bruno Henrique","BRA","MF","33",NA,10,1050,11.7,2,0,2,2,0,0,3,0,1.2,1.2,1.8,3.1,18,78,28,0.17,0,0.17,0.17,0.17,0.1,0.16,0.26,0.1,0.26,"https://fbref.com/en/players/5a43b021/Bruno-Henrique",20
"366",NA,"2023 Internacional","Série A","Keiller","BRA","GK","26",NA,10,900,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e38fde76/Keiller",10
"367",NA,"2023 Internacional","Série A","John","BRA","GK","26",NA,9,810,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/33a235af/John",9
"368",NA,"2023 Internacional","Série A","Gabriel","BRA","MF","30",NA,9,765,8.5,0,0,0,0,0,0,2,0,0,0,0.3,0.4,7,37,3,0,0,0,0,0,0,0.04,0.04,0,0.04,"https://fbref.com/en/players/e9c0d5d8/Gabriel",15
"369",NA,"2023 Internacional","Série A","Gustavo Campanharo","BRA","MF","30",NA,8,695,7.7,0,0,0,0,0,0,6,0,0.1,0.1,0,0.1,9,33,13,0,0,0,0,0,0.01,0,0.02,0.01,0.02,"https://fbref.com/en/players/96f2d977/Gustavo-Campanharo",15
"370",NA,"2023 Internacional","Série A","Dalbert Henrique","BRA","DF","29",NA,7,497,5.5,0,0,0,0,0,0,0,0,0,0,0.2,0.2,5,21,21,0,0,0,0,0,0.01,0.04,0.04,0.01,0.04,"https://fbref.com/en/players/f45f9427/Dalbert-Henrique",9
"371",NA,"2023 Internacional","Série A","Matheus Dias","BRA","MF,FW","25",NA,6,405,4.5,0,0,0,0,0,0,5,0,0.1,0.1,0.1,0.3,9,16,16,0,0,0,0,0,0.03,0.02,0.06,0.03,0.06,"https://fbref.com/en/players/ddfa9005/Matheus-Dias",14
"372",NA,"2023 Internacional","Série A","Rodrigo Moledo","BRA","DF","35",NA,5,478,5.3,0,0,0,0,0,0,3,0,0,0,0.1,0.1,6,9,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,"https://fbref.com/en/players/ce536c37/Rodrigo-Moledo",7
"373",NA,"2023 Internacional","Série A","Lucca Holanda","BRA","FW","19",NA,4,550,6.1,0,1,1,0,0,0,2,1,0.6,0.6,0.1,0.7,10,3,49,0,0.16,0.16,0,0.16,0.09,0.02,0.11,0.09,0.11,"https://fbref.com/en/players/c3604b27/Lucca-Holanda",19
"374",NA,"2023 Internacional","Série A","Alexandre Alemão","BRA","FW","24",NA,3,340,3.8,1,0,1,1,0,0,2,0,1.2,1.2,0.1,1.4,7,7,37,0.26,0,0.26,0.26,0.26,0.33,0.04,0.36,0.33,0.36,"https://fbref.com/en/players/3ed2a79b/Alexandre-Alemao",9
"375",NA,"2023 Internacional","Série A","Thauan Lara","BRA","DF,MF","19",NA,3,336,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,7,17,26,0,0,0,0,0,0.03,0.06,0.09,0.03,0.09,"https://fbref.com/en/players/c4dba1f3/Thauan-Lara",10
"376",NA,"2023 Internacional","Série A","Hugo Mallo","ESP","DF","31",NA,3,325,3.6,0,0,0,0,0,0,1,1,0.3,0.3,0.1,0.4,4,17,15,0,0,0,0,0,0.09,0.02,0.11,0.09,0.11,"https://fbref.com/en/players/cb574619/Hugo-Mallo",6
"377",NA,"2023 Internacional","Série A","Gabriel Baralhas","BRA","MF","24",NA,2,236,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,13,5,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08,"https://fbref.com/en/players/b7838aad/Gabriel-Baralhas",5
"378",NA,"2023 Internacional","Série A","Gabriel Barros","BRA","FW,MF","21",NA,2,177,2,0,1,1,0,0,0,1,0,0.3,0.3,0.5,0.8,3,5,12,0,0.51,0.51,0,0.51,0.15,0.27,0.41,0.15,0.41,"https://fbref.com/en/players/b43515ea/Gabriel-Barros",5
"379",NA,"2023 Internacional","Série A","Jean Dias","BRA","FW,MF","32",NA,1,321,3.6,1,1,2,1,0,0,1,0,1,1,0.3,1.3,12,5,26,0.28,0.28,0.56,0.28,0.56,0.28,0.09,0.37,0.28,0.37,"https://fbref.com/en/players/bda67c3c/Jean-Dias",10
"380",NA,"2023 Internacional","Série A","João Dalla Corte","BRA","DF","16",NA,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/45a29731/Joao-Dalla-Corte",1
"381",NA,"2023 Internacional","Série A","Estevão","BRA","MF","20",NA,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.19,0,0.19,0.19,0.19,"https://fbref.com/en/players/149f4681/Estevao",1
"382",NA,"2023 Internacional","Série A","Lucas Ramos","BRA","FW","22",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c0163100/Lucas-Ramos",1
"383",NA,"2023 Internacional","Série A","Anthoni","BRA","GK","21",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a0b17b31/Anthoni",0
"384",NA,"2023 Internacional","Série A","Felipe","BRA","DF","19",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/426f7ba3/Felipe",0
"385",NA,"2023 Internacional","Série A","Emerson Júnior","BRA","GK","22",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/c2b4632d/Emerson-Junior",0
"386",NA,"2023 Internacional","Série A","Vinicius Rangel","BRA","DF","18",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/632ce02a/Vinicius-Rangel",0
"387",NA,"2023 Fortaleza","Série A","João Ricardo Riedi","BRA","GK","34",NA,32,2868,31.9,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4729d71a/Joao-Ricardo-Riedi",32
"388",NA,"2023 Fortaleza","Série A","Titi","BRA","DF","34",NA,32,2846,31.6,0,1,1,0,0,0,11,0,0.3,0.3,0.4,0.6,17,106,2,0,0.03,0.03,0,0.03,0.01,0.01,0.02,0.01,0.02,"https://fbref.com/en/players/ea41ddf7/Titi",32
"389",NA,"2023 Fortaleza","Série A","Caio Alexandre","BRA","MF","23",NA,32,2624,29.2,2,2,4,2,0,0,4,0,2,2,2.8,4.8,91,208,37,0.07,0.07,0.14,0.07,0.14,0.07,0.1,0.17,0.07,0.17,"https://fbref.com/en/players/08ac23b7/Caio-Alexandre",34
"390",NA,"2023 Fortaleza","Série A","Emanuel Brítez","ARG","DF","30",NA,31,2761,30.7,0,1,1,0,0,0,11,1,1,1,0.6,1.6,19,86,17,0,0.03,0.03,0,0.03,0.03,0.02,0.05,0.03,0.05,"https://fbref.com/en/players/fb29d05d/Emanuel-Britez",31
"391",NA,"2023 Fortaleza","Série A","Bruno Pacheco","BRA","DF","31",NA,30,2669,29.7,2,3,5,2,0,0,5,0,0.9,0.9,1.9,2.8,49,133,97,0.07,0.1,0.17,0.07,0.17,0.03,0.07,0.1,0.03,0.1,"https://fbref.com/en/players/9b7976e6/Bruno-Pacheco",31
"392",NA,"2023 Fortaleza","Série A","Guilherme Tinga","BRA","DF","29",NA,29,2583,28.7,1,0,1,1,0,0,0,0,2,2,1.8,3.7,50,119,117,0.03,0,0.03,0.03,0.03,0.07,0.06,0.13,0.07,0.13,"https://fbref.com/en/players/a8331ab0/Guilherme-Tinga",31
"393",NA,"2023 Fortaleza","Série A","Tomas Pochettino","ARG","MF,FW","26",NA,26,1991,22.1,2,3,5,2,0,0,2,0,2.9,2.9,3.8,6.8,54,107,130,0.09,0.14,0.23,0.09,0.23,0.13,0.17,0.31,0.13,0.31,"https://fbref.com/en/players/fb36aa6b/Tomas-Pochettino",35
"394",NA,"2023 Fortaleza","Série A","Juan Martín Lucero","ARG","FW","31",NA,23,2069,23,9,0,9,6,3,3,2,0,9.2,6.8,1.2,8,20,34,100,0.39,0,0.39,0.26,0.26,0.4,0.05,0.45,0.3,0.35,"https://fbref.com/en/players/18a3f871/Juan-Martin-Lucero",31
"395",NA,"2023 Fortaleza","Série A","Thiago Galhardo","BRA","FW,MF","33",NA,20,1876,20.8,5,4,9,3,2,2,6,0,7.2,5.6,2.8,8.4,26,70,91,0.24,0.19,0.43,0.14,0.34,0.35,0.13,0.48,0.27,0.4,"https://fbref.com/en/players/766f48dd/Thiago-Galhardo",33
