"","Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","PlayerURL"
"447",NA,"2023 Corinthians","Série A","Guilherme Biro","BRA","FW,MF","18",6.4,290,3,43,136,118,13,290,24,10,41.7,12,50,194,1200,603,18,13,4,10,4,212,44,"https://fbref.com/en/players/e38c2c76/Guilherme-Biro"
"448",NA,"2023 Corinthians","Série A","Matheus Araújo","BRA","MF,FW","20",6.5,395,11,79,189,134,20,395,15,8,53.3,4,26.7,245,1152,587,18,13,6,14,7,279,43,"https://fbref.com/en/players/2b0a4a75/Matheus-Araujo"
"449",NA,"2023 Corinthians","Série A","Felipe Augusto","BRA","FW,MF","18",3.6,107,5,15,57,40,14,107,10,3,30,4,40,54,315,126,4,6,1,11,9,66,15,"https://fbref.com/en/players/1f9cbd0b/Felipe-Augusto"
"450",NA,"2023 Corinthians","Série A","Víctor Cantillo","COL","MF","29",3,193,13,75,110,10,0,193,1,0,0,1,100,130,481,206,2,2,0,2,0,133,1,"https://fbref.com/en/players/45075f2f/Victor-Cantillo"
"451",NA,"2023 Corinthians","Série A","Du Queiroz","BRA","MF,DF","23",2,98,2,34,54,13,0,98,6,2,33.3,4,66.7,56,297,150,3,2,0,1,1,56,4,"https://fbref.com/en/players/8440b0cb/Du-Queiroz"
"452",NA,"2023 Corinthians","Série A","Léo Mana","BRA","DF","18",1.5,119,7,30,66,25,1,119,3,1,33.3,2,66.7,65,306,194,3,1,0,2,0,84,10,"https://fbref.com/en/players/d7a180bc/Leo-Mana"
"453",NA,"2023 Corinthians","Série A","Chrystian Barletta","BRA","MF","21",1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/d594cf58/Chrystian-Barletta"
"454",NA,"2023 Corinthians","Série A","Gustavo Mosquito","BRA","FW,MF","25",3.4,172,7,33,65,76,12,172,21,5,23.8,14,66.7,106,862,362,14,11,5,11,5,123,29,"https://fbref.com/en/players/c9ed46c4/Gustavo-Mosquito"
"455",NA,"2023 Corinthians","Série A","Paulinho","BRA","MF,FW","34",1.6,81,4,19,44,19,5,81,4,3,75,0,0,33,188,55,3,1,1,3,0,54,5,"https://fbref.com/en/players/bb7337cc/Paulinho"
"456",NA,"2023 Corinthians","Série A","Giovane","BRA","FW","19",1.5,50,2,7,21,23,4,50,4,0,0,4,100,30,146,35,1,2,0,6,4,34,7,"https://fbref.com/en/players/1b567cdc/Giovane"
"457",NA,"2023 Corinthians","Série A","Carlos Miguel","BRA","GK","24",1.2,46,39,46,0,0,0,46,0,0,NA,0,NA,27,164,95,0,0,0,0,0,15,0,"https://fbref.com/en/players/84454067/Carlos-Miguel"
"458",NA,"2023 Corinthians","Série A","Fabián Balbuena","PAR","DF","31",1,70,10,48,22,1,1,70,0,0,NA,0,NA,29,172,113,0,0,0,0,0,47,0,"https://fbref.com/en/players/3626f7d9/Fabian-Balbuena"
"459",NA,"2023 Corinthians","Série A","Júnior Moraes","UKR","DF","35",0,1,0,0,0,1,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c43e5e7e/Junior-Moraes"
"460",NA,"2023 Cruzeiro","","Rafael Cabral","BRA","GK","32",37,1289,1029,1281,8,0,0,1289,0,0,NA,0,NA,672,3763,2358,0,0,0,1,0,568,0,"https://fbref.com/en/players/806f7a26/Rafael-Cabral"
"461",NA,"2023 Cruzeiro","","Luciano Castán","BRA","DF","33",35.7,2230,316,1086,1083,67,38,2230,7,6,85.7,0,0,1292,6945,4324,23,9,2,11,6,1481,7,"https://fbref.com/en/players/0470eeba/Luciano-Castan"
"462",NA,"2023 Cruzeiro","","Marlon","BRA","DF","25",35.5,2605,84,765,1178,683,28,2605,36,23,63.9,9,25,1231,6229,3448,55,49,3,34,21,1442,176,"https://fbref.com/en/players/63969d01/Marlon"
"463",NA,"2023 Cruzeiro","","William","BRA","DF","27",29.4,1964,75,486,902,589,35,1964,70,28,40,36,51.4,989,5479,3131,70,48,6,45,14,1088,157,"https://fbref.com/en/players/d4d0a9ad/William"
"464",NA,"2023 Cruzeiro","","Bruno Nascimento","BRA","FW,MF","25",31.3,1363,20,117,505,770,99,1360,121,56,46.3,51,42.1,839,5474,2948,102,79,25,84,42,1001,270,"https://fbref.com/en/players/46411d56/Bruno-Nascimento"
"465",NA,"2023 Cruzeiro","","Neris","BRA","DF","30",23.5,1239,159,545,662,41,19,1239,17,11,64.7,5,29.4,740,4608,3138,21,9,0,14,6,770,3,"https://fbref.com/en/players/f961d4c2/Neris"
"466",NA,"2023 Cruzeiro","","Mateus Vital","BRA","MF","24",20.9,1125,16,136,553,457,46,1125,72,36,50,31,43.1,706,4570,2097,55,46,10,47,36,819,126,"https://fbref.com/en/players/db9c8fa4/Mateus-Vital"
"467",NA,"2023 Cruzeiro","","Machado","BRA","MF","27",25.3,1454,56,290,891,284,15,1454,20,11,55,9,45,776,3143,1323,13,18,2,18,8,951,27,"https://fbref.com/en/players/f9846c93/Machado"
"468",NA,"2023 Cruzeiro","","Wesley","BRA","FW,MF","23",19.7,852,14,85,361,423,75,852,82,39,47.6,31,37.8,528,3658,1988,65,38,22,53,21,622,186,"https://fbref.com/en/players/434de3a3/Wesley"
"469",NA,"2023 Cruzeiro","","Jussa","BRA","MF","26",19.6,977,47,270,591,121,14,977,17,13,76.5,3,17.6,530,2327,1103,10,9,0,21,8,611,13,"https://fbref.com/en/players/883f5dc8/Jussa"
"470",NA,"2023 Cruzeiro","","Lucas Silva","BRA","MF","29",16.4,1073,20,146,661,288,10,1073,46,32,69.6,12,26.1,652,3667,1744,31,32,4,22,18,741,40,"https://fbref.com/en/players/1c646218/Lucas-Silva"
"471",NA,"2023 Cruzeiro","","Arthur","BRA","FW,MF","24",15,598,7,84,222,305,48,598,69,27,39.1,37,53.6,410,3428,1622,66,47,21,34,18,460,112,"https://fbref.com/en/players/184ad240/Arthur"
"472",NA,"2023 Cruzeiro","","Lucas Oliveira","BRA","DF","26",14.6,924,130,471,434,26,7,924,6,5,83.3,1,16.7,555,3234,2087,11,7,0,8,2,601,4,"https://fbref.com/en/players/96d8b3d1/Lucas-Oliveira"
"473",NA,"2023 Cruzeiro","","Gilberto","BRA","FW","33",12.1,364,10,26,160,179,52,364,7,3,42.9,3,42.9,173,597,214,10,7,4,24,8,260,55,"https://fbref.com/en/players/5da22685/Gilberto"
"474",NA,"2023 Cruzeiro","","Matheus Pereira","POR","FW,MF","26",11.4,684,1,42,368,282,21,684,19,8,42.1,10,52.6,431,1861,788,17,17,6,17,10,509,74,"https://fbref.com/en/players/b04ee927/Matheus-Pereira"
"475",NA,"2023 Cruzeiro","","Nikão","BRA","FW,MF","30",8.9,468,2,47,181,243,28,468,16,10,62.5,4,25,288,1443,561,11,13,3,15,7,324,87,"https://fbref.com/en/players/a34bb194/Nikao"
"476",NA,"2023 Cruzeiro","","Ian Luccas","BRA","MF","19",5.3,185,13,39,84,65,8,185,8,2,25,6,75,100,394,186,1,2,0,13,5,118,27,"https://fbref.com/en/players/c669d0df/Ian-Luccas"
"477",NA,"2023 Cruzeiro","","Helibelton Palacios","COL","DF","29",7,363,27,74,164,126,6,363,10,3,30,6,60,164,655,323,6,7,0,11,7,186,34,"https://fbref.com/en/players/ac8b2421/Helibelton-Palacios"
"478",NA,"2023 Cruzeiro","","Rafael Elias","BRA","FW","23",6,167,5,7,65,96,27,167,12,6,50,6,50,91,331,123,8,4,4,8,8,124,36,"https://fbref.com/en/players/31737e86/Rafael-Elias"
"479",NA,"2023 Cruzeiro","","Neto Moura","BRA","MF","26",5.5,306,5,45,185,78,6,306,4,4,100,0,0,163,660,288,3,3,3,5,2,199,17,"https://fbref.com/en/players/28fd3b9e/Neto-Moura"
"480",NA,"2023 Cruzeiro","","Ramiro Benetti","BRA","MF","29",4.5,283,2,36,178,75,7,283,6,3,50,2,33.3,150,570,279,4,4,1,7,1,193,13,"https://fbref.com/en/players/96d14fe7/Ramiro-Benetti"
"481",NA,"2023 Cruzeiro","","Richard","BRA","MF","28",3.8,296,8,72,189,39,8,296,5,2,40,3,60,170,505,168,1,2,0,3,3,204,4,"https://fbref.com/en/players/e90aa5da/Richard"
"482",NA,"2023 Cruzeiro","","João Wellington","BRA","MF","19",4.1,163,10,26,94,43,6,163,8,3,37.5,4,50,93,446,199,1,2,0,8,3,102,13,"https://fbref.com/en/players/62e02b9b/Joao-Wellington"
"483",NA,"2023 Cruzeiro","","Kaiki","BRA","DF,FW","19",2.5,140,9,41,67,33,3,140,14,7,50,6,42.9,49,297,147,3,3,0,7,2,49,9,"https://fbref.com/en/players/1a36e9cb/Kaiki"
"484",NA,"2023 Cruzeiro","","Wallisson Luiz","BRA","MF","25",4.4,237,8,40,139,63,18,237,22,13,59.1,8,36.4,121,497,216,5,5,2,15,8,147,12,"https://fbref.com/en/players/8b35dc4b/Wallisson-Luiz"
"485",NA,"2023 Cruzeiro","","Henrique Dourado","BRA","FW","33",3.8,113,3,8,54,54,21,113,3,1,33.3,2,66.7,74,274,90,4,4,3,21,6,99,19,"https://fbref.com/en/players/9b010360/Henrique-Dourado"
"486",NA,"2023 Cruzeiro","","Stênio Toledo","BRA","FW,MF","19",3.2,169,4,21,56,96,17,169,14,4,28.6,9,64.3,120,856,322,13,5,6,11,10,125,44,"https://fbref.com/en/players/286defdd/Stenio-Toledo"
"487",NA,"2023 Cruzeiro","","Robert","BRA","MF,FW","17",2.1,77,1,15,24,40,9,77,7,3,42.9,4,57.1,48,264,158,4,3,3,7,0,51,19,"https://fbref.com/en/players/6825ea4c/Robert"
"488",NA,"2023 Cruzeiro","","João Marcelo","BRA","DF","22",1.8,129,15,51,75,6,0,129,2,2,100,0,0,80,495,375,6,2,0,0,0,83,0,"https://fbref.com/en/players/e18b8c9e/Joao-Marcelo"
"489",NA,"2023 Cruzeiro","","Igor Marques","BRA","DF","24",1.3,97,4,27,40,33,1,97,0,0,NA,0,NA,48,314,185,8,3,0,3,5,53,10,"https://fbref.com/en/players/8b364abd/Igor-Marques"
"490",NA,"2023 Cruzeiro","","Anderson","BRA","GK","24",1,18,14,18,0,0,0,18,0,0,NA,0,NA,12,33,29,0,0,0,0,0,11,0,"https://fbref.com/en/players/29d862d4/Anderson"
"491",NA,"2023 Cruzeiro","","Rafael Bilu","BRA","FW","23",1,57,0,5,21,34,7,57,8,5,62.5,2,25,37,219,132,5,3,3,5,0,36,8,"https://fbref.com/en/players/26880429/Rafael-Bilu"
"492",NA,"2023 Cruzeiro","","Reynaldo Cesar Moraes","BRA","DF","26",0.7,36,3,23,13,0,0,36,0,0,NA,0,NA,27,161,112,0,0,0,0,0,28,0,"https://fbref.com/en/players/589d070c/Reynaldo-Cesar-Moraes"
"493",NA,"2023 Cruzeiro","","Fernando Henrique","BRA","MF","21",1.5,66,2,4,42,20,3,66,1,1,100,0,0,33,95,17,0,2,0,4,1,40,4,"https://fbref.com/en/players/004fbf01/Fernando-Henrique"
"494",NA,"2023 Cruzeiro","","Paulo Vitor","BRA","MF,DF","23",1.4,91,3,12,40,40,1,91,4,1,25,3,75,76,498,150,2,2,0,2,2,72,19,"https://fbref.com/en/players/3ace4e2d/Paulo-Vitor"
"495",NA,"2023 Cruzeiro","","Daniel","BRA","MF","20",0.3,43,2,6,14,25,0,43,9,6,66.7,1,11.1,36,215,90,2,4,0,3,1,39,4,"https://fbref.com/en/players/caa45045/Daniel"
"496",NA,"2023 Cruzeiro","","João Pedro","BRA","FW","19",0.1,2,0,0,0,2,0,2,0,0,NA,0,NA,2,6,2,0,0,0,0,0,2,1,"https://fbref.com/en/players/c70b396e/Joao-Pedro"
"497",NA,"2023 Cruzeiro","","Luis","BRA","FW","17",0.1,11,1,2,5,4,0,11,0,0,NA,0,NA,3,9,0,0,0,0,0,0,4,1,"https://fbref.com/en/players/650ca5cd/Luis"
"498",NA,"2023 Vasco da Gama","","Léo Jardim","BRA","GK","27",38,1049,912,1043,6,0,0,1049,0,0,NA,0,NA,491,2760,1706,0,0,0,0,0,339,0,"https://fbref.com/en/players/f5dfc256/Leo-Jardim"
"499",NA,"2023 Vasco da Gama","","Lucas Piton","BRA","DF","22",36.5,2287,113,663,935,715,36,2287,63,24,38.1,36,57.1,1134,5720,3168,88,65,6,33,10,1304,220,"https://fbref.com/en/players/defce7f1/Lucas-Piton"
"500",NA,"2023 Vasco da Gama","","Léo Pelé","BRA","DF","26",30.2,1872,225,802,963,117,7,1872,20,17,85,2,10,1151,7113,4662,55,34,0,13,7,1294,9,"https://fbref.com/en/players/77980eb9/Leo-Pele"
"501",NA,"2023 Vasco da Gama","","Gabriel Chaves","BRA","FW,MF","21",29,990,15,141,375,518,109,990,130,57,43.8,62,47.7,619,5588,2612,92,73,35,88,37,629,204,"https://fbref.com/en/players/c37ce1ca/Gabriel-Chaves"
"502",NA,"2023 Vasco da Gama","","Zé Gabriel","BRA","MF","24",21.5,1263,87,420,764,95,8,1263,18,8,44.4,8,44.4,766,4094,2263,24,16,2,15,12,861,12,"https://fbref.com/en/players/2879ff2a/Ze-Gabriel"
"503",NA,"2023 Vasco da Gama","","José Luis Rodríguez Bebanz","URU","DF","25",22.2,1452,88,438,596,441,51,1452,40,17,42.5,21,52.5,683,3506,2130,56,42,7,23,9,741,95,"https://fbref.com/en/players/6f1a7f76/Jose-Luis-Rodriguez-Bebanz"
"504",NA,"2023 Vasco da Gama","","Pablo Vegetti","ARG","FW","34",19.9,579,39,67,276,238,110,577,13,6,46.2,7,53.8,261,992,255,10,2,3,41,22,413,70,"https://fbref.com/en/players/06cc28cd/Pablo-Vegetti"
"505",NA,"2023 Vasco da Gama","","Gary Medel","CHI","DF,MF","35",19.2,1257,192,650,581,31,0,1257,5,3,60,2,40,717,2722,1354,5,7,0,17,3,853,7,"https://fbref.com/en/players/563a68ad/Gary-Medel"
"506",NA,"2023 Vasco da Gama","","Paulinho","BRA","MF","26",18.2,1139,15,168,685,306,22,1139,68,33,48.5,32,47.1,734,4385,2180,47,39,8,28,29,814,55,"https://fbref.com/en/players/2d215840/Paulinho"
"507",NA,"2023 Vasco da Gama","","Bruno Praxedes","BRA","MF","20",14.9,813,28,152,493,178,29,813,30,19,63.3,9,30,499,3141,1433,39,21,2,19,11,569,36,"https://fbref.com/en/players/5dd520a8/Bruno-Praxedes"
"508",NA,"2023 Vasco da Gama","","Jair","BRA","MF","28",17.7,1147,34,210,725,226,21,1145,34,17,50,11,32.4,739,3955,2188,32,27,4,25,5,798,32,"https://fbref.com/en/players/f3466edc/Jair"
"509",NA,"2023 Vasco da Gama","","Robson Bambu","BRA","DF","25",14.2,858,115,394,402,67,9,858,17,7,41.2,9,52.9,486,2649,1397,5,6,0,15,13,523,13,"https://fbref.com/en/players/d4fa7d01/Robson-Bambu"
"510",NA,"2023 Vasco da Gama","","Maicon","BRA","DF","34",13.9,843,146,487,330,32,7,843,6,4,66.7,1,16.7,463,2076,1048,1,7,1,3,1,515,2,"https://fbref.com/en/players/2a8683b9/Maicon"
"511",NA,"2023 Vasco da Gama","","Marlon Gomes","BRA","MF","19",12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a5a6f083/Marlon-Gomes"
"512",NA,"2023 Vasco da Gama","","Alex Teixeira","BRA","FW,MF","33",12.6,427,5,47,211,178,45,427,43,20,46.5,20,46.5,286,1958,957,27,24,10,24,9,322,59,"https://fbref.com/en/players/ae530c73/Alex-Teixeira"
"513",NA,"2023 Vasco da Gama","","Paulo Henrique","BRA","DF","26",9.5,593,32,162,256,185,11,593,28,18,64.3,6,21.4,294,1705,948,22,17,6,14,8,298,39,"https://fbref.com/en/players/25a0cb08/Paulo-Henrique"
"514",NA,"2023 Vasco da Gama","","Pedro Raul","BRA","FW","26",9.3,281,15,27,139,118,46,281,12,9,75,3,25,136,574,149,5,4,1,26,15,197,40,"https://fbref.com/en/players/ed074559/Pedro-Raul"
"515",NA,"2023 Vasco da Gama","","Dimitri Payet","FRA","MF,FW","35",8.9,513,7,48,234,237,21,513,20,14,70,5,25,310,1591,772,27,21,7,18,9,372,57,"https://fbref.com/en/players/58ae47b2/Dimitri-Payet"
"516",NA,"2023 Vasco da Gama","","Figueiredo","BRA","FW,MF","21",7.3,360,9,56,140,172,31,360,42,21,50,19,45.2,218,1327,500,15,17,2,16,13,255,65,"https://fbref.com/en/players/2fe3a075/Figueiredo"
"517",NA,"2023 Vasco da Gama","","Luca Orellano","ARG","FW,MF","22",6.9,373,3,42,153,194,15,373,46,23,50,19,41.3,250,1966,897,23,25,3,17,19,260,47,"https://fbref.com/en/players/53ae4b5e/Luca-Orellano"
"518",NA,"2023 Vasco da Gama","","Manuel Capasso","ARG","DF","26",6.2,399,58,208,190,4,3,399,1,1,100,0,0,257,1121,640,1,2,1,2,1,279,1,"https://fbref.com/en/players/5a16ced1/Manuel-Capasso"
"519",NA,"2023 Vasco da Gama","","Andrey Santos","BRA","MF","18",4.7,197,10,59,104,35,9,197,4,1,25,2,50,89,430,189,4,1,0,6,1,106,12,"https://fbref.com/en/players/dd745366/Andrey-Santos"
"520",NA,"2023 Vasco da Gama","","Sergio Antonio De Luiz Junior","BRA","MF,DF","27",4,177,4,26,77,78,15,177,12,6,50,6,50,112,531,199,4,1,1,11,2,113,32,"https://fbref.com/en/players/c3d8dcb2/Sergio-Antonio-De-Luiz-Junior"
"521",NA,"2023 Vasco da Gama","","Matías Galarza","PAR","MF","20",4.5,192,10,42,97,56,4,192,10,7,70,2,20,93,507,259,4,6,0,8,0,102,19,"https://fbref.com/en/players/8e97a57b/Matias-Galarza"
"522",NA,"2023 Vasco da Gama","","Rossi","BRA","MF,FW","29",4.4,219,1,24,84,112,10,219,7,2,28.6,3,42.9,116,482,199,6,3,3,13,3,152,48,"https://fbref.com/en/players/80274d82/Rossi"
"523",NA,"2023 Vasco da Gama","","Miranda","BRA","DF","23",4.3,267,29,99,150,20,7,267,1,1,100,0,0,180,782,483,2,4,1,2,1,179,2,"https://fbref.com/en/players/83300aa7/Miranda"
"524",NA,"2023 Vasco da Gama","","Rodrigo Alves","BRA","MF","20",3.9,135,10,52,77,6,1,135,0,0,NA,0,NA,68,335,146,1,0,0,2,2,76,0,"https://fbref.com/en/players/642defee/Rodrigo-Alves"
"525",NA,"2023 Vasco da Gama","","Sebastián Ferreira","PAR","FW,MF","24",4.9,155,0,9,66,81,20,155,5,3,60,2,40,90,344,106,3,3,0,12,7,115,20,"https://fbref.com/en/players/5439dba0/Sebastian-Ferreira"
"526",NA,"2023 Vasco da Gama","","Erick Marcus","BRA","MF,FW","18",4.4,251,3,21,99,139,10,251,38,21,55.3,14,36.8,164,971,371,12,7,1,13,7,173,55,"https://fbref.com/en/players/3c1155da/Erick-Marcus"
"527",NA,"2023 Vasco da Gama","","Mateus Cocão","BRA","MF","20",3.9,267,4,56,167,46,3,267,4,2,50,0,0,185,798,264,0,4,0,0,4,185,6,"https://fbref.com/en/players/35f270b7/Mateus-Cocao"
"528",NA,"2023 Vasco da Gama","","Rayan Vitor","BRA","FW,MF","16",2.9,118,3,7,48,64,20,118,11,5,45.5,6,54.5,79,381,193,5,7,3,5,4,92,18,"https://fbref.com/en/players/288647fc/Rayan-Vitor"
"529",NA,"2023 Vasco da Gama","","Cauan Barros","BRA","MF","18",2.6,118,7,27,72,19,7,118,0,0,NA,0,NA,56,246,109,0,1,0,1,4,70,4,"https://fbref.com/en/players/6ae4627b/Cauan-Barros"
"530",NA,"2023 Vasco da Gama","","José Vitor","BRA","DF","20",1.2,74,17,38,30,6,1,74,0,0,NA,0,NA,48,247,92,0,0,0,0,0,56,2,"https://fbref.com/en/players/f8b0488c/Jose-Vitor"
"531",NA,"2023 Vasco da Gama","","Gabriel Carabajal","ARG","MF","31",1.4,119,0,11,60,49,3,119,6,6,100,0,0,71,349,159,3,1,1,1,0,81,11,"https://fbref.com/en/players/7a694ae4/Gabriel-Carabajal"
"532",NA,"2023 Vasco da Gama","","Eguinaldo","BRA","FW,MF","18",0.7,22,1,1,11,11,1,22,2,1,50,1,50,8,69,13,1,2,1,1,1,15,2,"https://fbref.com/en/players/d874b374/Eguinaldo"
"533",NA,"2023 Vasco da Gama","","Paulinho","BRA","DF","17",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/0636d932/Paulinho"
"534",NA,"2023 Vasco da Gama","","Rwan","BRA","MF,FW","21",0.4,14,0,0,7,7,1,14,0,0,NA,0,NA,11,27,6,0,1,0,3,1,13,2,"https://fbref.com/en/players/568a75fd/Rwan"
"535",NA,"2023 Vasco da Gama","","Gabriel Dias","BRA","DF","28",0.1,5,2,4,0,1,0,5,0,0,NA,0,NA,2,2,0,0,0,0,0,0,1,0,"https://fbref.com/en/players/b1a405dc/Gabriel-Dias"
"536",NA,"2023 Vasco da Gama","","Paulo Victor","BRA","DF","21",0.1,2,0,2,0,0,0,2,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/cc54abe5/Paulo-Victor"
"537",NA,"2023 Bahia","","Marcos Felipe","BRA","GK","26",37,1248,1105,1247,1,0,0,1248,0,0,NA,0,NA,639,3268,2140,0,1,0,1,0,498,0,"https://fbref.com/en/players/453bdfb9/Marcos-Felipe"
"538",NA,"2023 Bahia","","Thaciano","BRA","MF,FW","27",32.1,1414,41,238,782,411,96,1412,50,26,52,22,44,774,3571,1489,31,31,9,44,17,923,125,"https://fbref.com/en/players/139113e4/Thaciano"
"539",NA,"2023 Bahia","","Kanu","BRA","DF","25",32.3,1845,203,857,932,73,31,1845,18,15,83.3,2,11.1,1111,6187,3877,28,16,0,9,8,1197,7,"https://fbref.com/en/players/fefa9b9a/Kanu"
"540",NA,"2023 Bahia","","Rezende","BRA","MF,DF","28",30.1,1725,100,564,994,189,29,1725,30,14,46.7,14,46.7,856,4401,2094,29,20,0,28,15,980,36,"https://fbref.com/en/players/dfddb0f9/Rezende"
"541",NA,"2023 Bahia","","Cauly Oliveira Souza","BRA","MF,FW","27",28.3,1677,10,75,786,851,78,1677,126,73,57.9,47,37.3,1024,6189,3288,112,98,25,64,53,1225,182,"https://fbref.com/en/players/2b53f7a5/Cauly-Oliveira-Souza"
"542",NA,"2023 Bahia","","Vitor Hugo","BRA","DF","31",23.7,1245,138,618,592,36,27,1245,0,0,NA,0,NA,720,4433,2555,22,6,0,7,1,803,3,"https://fbref.com/en/players/f2c1300a/Vitor-Hugo"
"543",NA,"2023 Bahia","","Everaldo Stum","BRA","FW","31",24.2,703,17,37,347,330,100,701,35,14,40,18,51.4,356,1981,872,36,27,19,59,20,514,138,"https://fbref.com/en/players/0ac3d7d8/Everaldo-Stum"
"544",NA,"2023 Bahia","","Nicolás Acevedo","URU","MF","23",21.9,1476,37,350,945,197,16,1476,31,14,45.2,12,38.7,887,4197,2223,29,23,5,25,18,997,36,"https://fbref.com/en/players/6140be7b/Nicolas-Acevedo"
"545",NA,"2023 Bahia","","Gilberto","BRA","DF","29",20.6,1425,46,328,707,410,24,1425,52,23,44.2,24,46.2,772,3948,2155,56,52,1,40,31,857,90,"https://fbref.com/en/players/1338e42b/Gilberto"
"546",NA,"2023 Bahia","","Ademir Santos","BRA","FW,MF","27",19.3,855,4,79,360,440,57,855,90,39,43.3,38,42.2,558,4485,2495,83,52,17,43,27,616,182,"https://fbref.com/en/players/4b7d58c2/Ademir-Santos"
"547",NA,"2023 Bahia","","Yago","BRA","MF","27",15.1,811,22,181,477,162,9,811,8,5,62.5,2,25,443,1770,785,11,15,2,14,13,524,32,"https://fbref.com/en/players/e2add0e7/Yago"
"548",NA,"2023 Bahia","","Gabriel Teixeira","BRA","FW,MF","21",15.1,627,6,65,208,366,75,627,69,24,34.8,38,55.1,439,2811,1484,51,48,13,56,13,462,117,"https://fbref.com/en/players/1cb046cd/Gabriel-Teixeira"
"549",NA,"2023 Bahia","","Camilo Cándido","URU","DF","27",13.8,868,32,208,401,271,17,868,27,11,40.7,14,51.9,463,1831,885,18,18,3,17,6,512,91,"https://fbref.com/en/players/6d4dbf54/Camilo-Candido"
"550",NA,"2023 Bahia","","Gabriel","BRA","DF","21",10.9,661,81,350,293,18,10,661,3,1,33.3,1,33.3,330,1790,1027,9,5,0,1,0,382,1,"https://fbref.com/en/players/4fd28619/Gabriel"
"551",NA,"2023 Bahia","","David Duarte","BRA","DF","28",9.6,552,105,301,237,14,12,552,2,2,100,0,0,330,2491,1414,5,1,0,1,1,355,0,"https://fbref.com/en/players/91bf16f7/David-Duarte"
"552",NA,"2023 Bahia","","Cicinho","BUL","DF","34",8.4,505,33,138,249,122,8,505,30,14,46.7,10,33.3,243,1328,587,17,9,3,19,11,270,36,"https://fbref.com/en/players/7cd78926/Cicinho"
"553",NA,"2023 Bahia","","Rafael Ratão","BRA","FW,MF","27",8.7,437,3,52,189,202,23,437,28,11,39.3,16,57.1,238,1357,542,13,11,1,23,16,314,61,"https://fbref.com/en/players/40ef7347/Rafael-Ratao"
"554",NA,"2023 Bahia","","Vinicius Mingotti","BRA","FW","23",7.3,131,4,11,65,58,22,131,2,1,50,1,50,65,299,141,2,3,1,10,5,85,25,"https://fbref.com/en/players/2e0ed651/Vinicius-Mingotti"
"555",NA,"2023 Bahia","","Vítor Jacaré","BRA","DF,MF","23",9.5,599,17,120,253,237,22,599,35,23,65.7,10,28.6,305,1901,1032,28,11,6,16,7,338,67,"https://fbref.com/en/players/fb5254bd/Vitor-Jacare"
"556",NA,"2023 Bahia","","Jhoanner Chávez","ECU","DF,MF","20",6.5,406,13,104,188,117,13,406,13,7,53.8,5,38.5,205,834,461,12,8,2,18,4,243,49,"https://fbref.com/en/players/649b57e9/Jhoanner-Chavez"
"557",NA,"2023 Bahia","","Luciano Juba","BRA","DF,MF","23",7.2,435,15,85,168,185,14,435,7,2,28.6,5,71.4,210,948,545,13,12,1,8,2,237,39,"https://fbref.com/en/players/c2abc321/Luciano-Juba"
"558",NA,"2023 Bahia","","Matheus Bahia","BRA","DF,MF","23",5.5,354,11,98,155,103,8,354,10,4,40,5,50,176,914,547,15,6,2,17,0,184,21,"https://fbref.com/en/players/33e3c4e5/Matheus-Bahia"
"559",NA,"2023 Bahia","","Kayky Chagas","BRA","FW,MF","19",4.6,212,6,34,87,95,15,212,22,12,54.5,10,45.5,127,792,424,16,13,6,14,7,141,33,"https://fbref.com/en/players/17734ea0/Kayky-Chagas"
"560",NA,"2023 Bahia","","Ryan Carlos","BRA","DF","20",6.4,466,18,137,191,139,5,466,11,7,63.6,4,36.4,255,1430,775,21,16,2,6,6,297,44,"https://fbref.com/en/players/db014654/Ryan-Carlos"
"561",NA,"2023 Bahia","","Raul Bicalho","BRA","DF","23",3.6,233,22,106,116,12,5,233,0,0,NA,0,NA,155,1051,684,7,6,0,4,0,168,2,"https://fbref.com/en/players/79af412b/Raul-Bicalho"
"562",NA,"2023 Bahia","","Arthur Sales","BRA","FW,MF","20",3.2,159,2,7,67,86,21,159,5,0,0,4,80,85,394,166,4,5,2,10,10,117,27,"https://fbref.com/en/players/d29e335c/Arthur-Sales"
